situation,clue,polarity
I will form my opinion after the presentation . ,I will be confident . ,1
I will form my opinion after the presentation . ,they will want to know what I thought . ,1
I will form my opinion after the presentation . ,they will be interested in what I have to say . ,1
I will form my opinion after the presentation . ,the presentation was great . ,1
I will form my opinion after the presentation . ,my parents will be proud of me . ,1
I will form my opinion after the presentation . ,the feedback was good . ,1
I will form my opinion after the presentation . ,I always have good ideas . ,1
I will form my opinion after the presentation . ,I will have listened to others' opinions . ,1
I will form my opinion after the presentation . ,I will have heard different points of view . ,1
I will form my opinion after the presentation . ,the president seems interested and the market research is good . ,1
I will form my opinion after the presentation . ,it's a great chance to improve my skills . ,1
I will form my opinion after the presentation . ,the sales graph was very good . ,1
I am forming a new organization with my friends . ,we all get along well and have similar goals . ,1
I am forming a new organization with my friends . ,we have a lot of people interested in joining . ,1
I am forming a new organization with my friends . ,we have similar goals  and  we  complement each other . ,1
I am forming a new organization with my friends . ,we have a shared vision and  are working together to create something special . ,1
I am forming a new organization with my friends . ,we are working together to make a difference . ,1
I am forming a new organization with my friends . ,we all have common goals . ,1
I am forming a new organization with my friends . ,we have similar goals and we all work hard . ,1
I am forming a new organization with my friends . ,we have a lot of enthusiasm and energy . ,1
I am forming a new organization with my friends . ,we are all passionate about it . ,1
I am forming a new organization with my friends . ,we share the same vision and purpose . ,1
I am forming a new organization with my friends . ,I will be able to work with people that I enjoy being around . ,1
I am forming a new organization with my friends . ,we share the same interests . ,1
The cashier gave me a description of the dress I wanted . ,she was being very helpful . ,1
The cashier gave me a description of the dress I wanted . ,she was very helpful . ,1
The cashier gave me a description of the dress I wanted . ,she was so specific about it . ,1
The cashier gave me a description of the dress I wanted . ,I described it to her in detail . ,1
The cashier gave me a description of the dress I wanted . ,she was looking in the back while she was talking to me . ,1
The cashier gave me a description of the dress I wanted . ,I really needed that dress . ,1
The cashier gave me a description of the dress I wanted . ,she was very specific in her directions . ,1
The cashier gave me a description of the dress I wanted . ,she smiled and provided me with the information I needed . ,1
The cashier gave me a description of the dress I wanted . ,she was polite and gave me a smile . ,1
I gave my boss an explanation for why I was late . ,he knows I am generally a punctual person . ,1
I gave my boss an explanation for why I was late . ,he has been in my position before . ,1
I gave my boss an explanation for why I was late . ,he nodded his head and said 'I see.' . ,1
I gave my boss an explanation for why I was late . ,He told me that it was okay and that he knew I was trying my best . ,1
I gave my boss an explanation for why I was late . ,he nodded his head and said he understood . ,1
He gave her flowers on their first date . ,he was trying to be romantic . ,1
He gave her flowers on their first date . ,He was being very romantic . ,1
He gave her flowers on their first date . ,flowers are such a romantic gesture . ,1
